년월,구,법정동,법정동시군구코드,법정동읍면동코드,거래금액(만원),전용면적당 거래금액(만원),법정동코드
202301,강남구,개포동,11680,10300,140755.88235294115,2731.11580042583,1168010300
202301,강남구,대치동,11680,10600,242178.57142857145,2504.7234091596983,1168010600
202301,강남구,도곡동,11680,11800,247214.2857142857,2450.0520134850017,1168011800
202301,강남구,삼성동,11680,10500,112900.0,1147.0838992537906,1168010500
202301,강남구,수서동,11680,11500,147850.0,2120.032780151524,1168011500
202301,강남구,신사동,11680,10700,62500.0,964.1740108534584,1168010700
202301,강남구,압구정동,11680,11000,304250.0,3317.8252003908165,1168011000
202301,강남구,역삼동,11680,10100,110862.5,1782.3825607394976,1168010100
202301,강남구,일원동,11680,11400,163233.33333333334,2119.415881400416,1168011400
202301,강남구,청담동,11680,10400,264250.0,2356.9224462517604,1168010400
202301,강동구,강일동,11740,11000,62150.0,941.2954422505665,1174011000
202301,강동구,고덕동,11740,10200,111432.25806451614,1546.1800606244226,1174010200
202301,강동구,길동,11740,10500,30785.714285714286,883.7964000820783,1174010500
202301,강동구,둔촌동,11740,10600,119000.0,1401.6489988221435,1174010600
202301,강동구,명일동,11740,10100,98333.33333333331,1208.832553146004,1174010100
202301,강동구,상일동,11740,10300,112760.9756097561,1452.5956537477232,1174010300
202301,강동구,성내동,11740,10800,39500.0,900.597000737224,1174010800
202301,강동구,암사동,11740,10700,99488.88888888888,1221.2476418681265,1174010700
202301,강동구,천호동,11740,10900,65583.33333333333,889.7059619687954,1174010900
202301,강북구,미아동,11305,10100,70695.65217391304,961.0130514142764,1130510100
202301,강북구,번동,11305,10200,52250.0,819.2764462364254,1130510200
202301,강북구,수유동,11305,10300,69500.0,818.4173339613754,1130510300
202301,강서구,가양동,11500,10400,58075.0,1380.9343434343434,1150010400
202301,강서구,공항동,11500,10800,87500.0,740.2081042213011,1150010800
202301,강서구,내발산동,11500,10600,76470.0,1049.0331595651874,1150010600
202301,강서구,등촌동,11500,10200,65812.5,1041.964763645041,1150010200
202301,강서구,마곡동,11500,10500,108900.0,1356.6463256173463,1150010500
202301,강서구,방화동,11500,10900,61116.66666666666,940.240716494596,1150010900
202301,강서구,염창동,11500,10100,70287.5,1076.4638730762076,1150010100
202301,강서구,화곡동,11500,10300,85303.84615384616,982.2329550937828,1150010300
202301,관악구,남현동,11620,10300,70933.33333333333,828.5776743847035,1162010300
202301,관악구,봉천동,11620,10100,61081.57894736842,949.9494499563036,1162010100
202301,관악구,신림동,11620,10200,48000.0,783.8520013981991,1162010200
202301,광진구,광장동,11215,10400,112545.45454545454,1324.2889518419013,1121510400
202301,광진구,구의동,11215,10300,98742.85714285714,1338.318964947597,1121510300
202301,광진구,자양동,11215,10500,135000.0,1343.0492859940657,1121510500
202301,광진구,중곡동,11215,10100,51500.0,902.9619718472514,1121510100
202301,광진구,화양동,11215,10700,17460.0,1164.890550291228,1121510700
202301,구로구,개봉동,11530,10700,67670.0,838.9039037923731,1153010700
202301,구로구,고척동,11530,10600,63000.0,835.9941877402641,1153010600
202301,구로구,구로동,11530,10200,46570.833333333336,867.8709048853917,1153010200
202301,구로구,신도림동,11530,10100,97666.66666666669,1158.2124778977811,1153010100
202301,구로구,오류동,11530,10800,39666.66666666666,603.9646281300187,1153010800
202301,구로구,온수동,11530,11000,90000.0,1059.1973637754502,1153011000
202301,구로구,천왕동,11530,11100,74000.0,871.6136631330977,1153011100
202301,구로구,항동,11530,11200,71400.0,1044.848663530896,1153011200
202301,금천구,가산동,11545,10100,95000.0,703.9644312708411,1154510100
202301,금천구,독산동,11545,10200,62625.0,1011.8754344181124,1154510200
202301,금천구,시흥동,11545,10300,61500.0,773.6281703724537,1154510300
202301,노원구,공릉동,11350,10300,51038.46153846154,805.638776627754,1135010300
202301,노원구,상계동,11350,10500,56856.14035087719,953.894665728573,1135010500
202301,노원구,월계동,11350,10200,61483.333333333336,1111.6110934381445,1135010200
202301,노원구,중계동,11350,10600,64577.77777777778,977.8515355209304,1135010600
202301,노원구,하계동,11350,10400,60357.0,937.3872744430116,1135010400
202301,도봉구,도봉동,11320,10800,52038.46153846154,638.3636195736971,1132010800
202301,도봉구,방학동,11320,10600,50285.71428571428,649.8971527411944,1132010600
202301,도봉구,쌍문동,11320,10500,35630.769230769234,612.4596500842251,1132010500
202301,도봉구,창동,11320,10700,51483.333333333336,944.6269038525072,1132010700
202301,동대문구,답십리동,11230,10500,64226.66666666666,1017.466305883182,1123010500
202301,동대문구,용두동,11230,10200,71300.0,1247.6604937962709,1123010200
202301,동대문구,이문동,11230,11000,52330.0,931.5470113632208,1123011000
202301,동대문구,장안동,11230,10600,70333.33333333333,928.2277095862344,1123010600
202301,동대문구,전농동,11230,10400,91500.0,907.7332733667208,1123010400
202301,동대문구,회기동,11230,10800,24200.0,1001.4363028497282,1123010800
202301,동대문구,휘경동,11230,10900,61166.66666666666,1011.7061932365348,1123010900
202301,동작구,노량진동,11590,10100,98000.0,1174.5714203626524,1159010100
