주택관리번호,공고번호,주택형,공급세대수,순위,거주지역,접수건수,경쟁률,최저당첨가점,최고당첨가점,평균당첨가점
2025000043,2025000043,043.7207J,5,1순위,해당지역,0,(△5),,,
2025000043,2025000043,043.7207J,5,1순위,기타지역,15,3.00,,,
2025000043,2025000043,043.7207J,5,2순위,해당지역,3,-,,,
2025000043,2025000043,043.7207J,5,2순위,기타지역,10,-,,,
2025000043,2025000043,043.7207K,5,1순위,해당지역,1,(△4),,,
2025000043,2025000043,043.7207K,5,1순위,기타지역,7,1.75,,,
2025000043,2025000043,043.7207K,5,2순위,해당지역,2,-,,,
2025000043,2025000043,043.7207K,5,2순위,기타지역,2,-,,,
2025000043,2025000043,056.2836B,5,1순위,해당지역,2,(△3),,,
2025000043,2025000043,056.2836B,5,1순위,기타지역,5,1.67,,,
2025000043,2025000043,056.2836B,5,2순위,해당지역,1,-,,,
2025000043,2025000043,056.2836B,5,2순위,기타지역,1,-,,,
2025000043,2025000043,056.4780C,5,1순위,해당지역,2,(△3),,,
2025000043,2025000043,056.4780C,5,1순위,기타지역,2,(△1),,,
2025000043,2025000043,056.4780C,5,2순위,해당지역,0,(△1),,,
2025000043,2025000043,056.4780C,5,2순위,기타지역,4,4.00,,,
2025000043,2025000043,060.4254A,5,1순위,해당지역,0,(△5),,,
2025000043,2025000043,060.4254A,5,1순위,기타지역,2,(△3),,,
2025000043,2025000043,060.4254A,5,2순위,해당지역,0,(△3),,,
2025000043,2025000043,060.4254A,5,2순위,기타지역,2,(△1),,,
2025000043,2025000043,061.4353I,5,1순위,해당지역,0,(△5),,,
2025000043,2025000043,061.4353I,5,1순위,기타지역,2,(△3),,,
2025000043,2025000043,061.4353I,5,2순위,해당지역,0,(△3),,,
2025000043,2025000043,061.4353I,5,2순위,기타지역,1,(△2),,,
2025000043,2025000043,063.2969E,5,1순위,해당지역,2,(△3),,,
2025000043,2025000043,063.2969E,5,1순위,기타지역,2,(△1),,,
2025000043,2025000043,063.2969E,5,2순위,해당지역,0,(△1),,,
2025000043,2025000043,063.2969E,5,2순위,기타지역,0,(△1),,,
2025000043,2025000043,066.9924D,5,1순위,해당지역,0,(△5),,,
2025000043,2025000043,066.9924D,5,1순위,기타지역,3,(△2),,,
2025000043,2025000043,066.9924D,5,2순위,해당지역,0,(△2),,,
2025000043,2025000043,066.9924D,5,2순위,기타지역,0,(△2),,,
2025000043,2025000043,066.8153G,5,1순위,해당지역,1,(△4),,,
2025000043,2025000043,066.8153G,5,1순위,기타지역,1,(△3),,,
2025000043,2025000043,066.8153G,5,2순위,해당지역,0,(△3),,,
2025000043,2025000043,066.8153G,5,2순위,기타지역,1,(△2),,,
2025000043,2025000043,069.4330F,5,1순위,해당지역,0,(△5),,,
2025000043,2025000043,069.4330F,5,1순위,기타지역,0,(△5),,,
2025000043,2025000043,069.4330F,5,2순위,해당지역,0,(△5),,,
2025000043,2025000043,069.4330F,5,2순위,기타지역,1,(△4),,,
2025000043,2025000043,073.9377H,5,1순위,해당지역,3,(△2),,,
2025000043,2025000043,073.9377H,5,1순위,기타지역,4,2.00,,,
2025000043,2025000043,073.9377H,5,2순위,해당지역,1,-,,,
2025000043,2025000043,073.9377H,5,2순위,기타지역,12,-,,,
2025000032,2025000032,059.9300,4,1순위,해당지역,57,57.00,,,
2025000032,2025000032,059.9300,4,1순위,기타경기,50,106.00,,,
2025000032,2025000032,059.9300,4,1순위,기타지역,51,78.00,,,
2025000032,2025000032,059.9300,4,2순위,해당지역,0,-,,,
2025000032,2025000032,059.9300,4,2순위,기타경기,0,-,,,
2025000032,2025000032,059.9300,4,2순위,기타지역,0,-,,,
2025000032,2025000032,084.9900A,7,1순위,해당지역,37,18.50,,,
2025000032,2025000032,084.9900A,7,1순위,기타경기,54,89.00,,,
2025000032,2025000032,084.9900A,7,1순위,기타지역,51,34.75,,,
2025000032,2025000032,084.9900A,7,2순위,해당지역,0,-,,,
2025000032,2025000032,084.9900A,7,2순위,기타경기,0,-,,,
2025000032,2025000032,084.9900A,7,2순위,기타지역,0,-,,,
2025000032,2025000032,084.9900B,4,1순위,해당지역,16,16.00,,,
2025000032,2025000032,084.9900B,4,1순위,기타경기,17,32.00,,,
2025000032,2025000032,084.9900B,4,1순위,기타지역,23,27.00,,,
2025000032,2025000032,084.9900B,4,2순위,해당지역,0,-,,,
2025000032,2025000032,084.9900B,4,2순위,기타경기,0,-,,,
2025000032,2025000032,084.9900B,4,2순위,기타지역,0,-,,,
2025000020,2025000020,059.9393A,5,1순위,해당지역,13,2.60,34,49,41.5
2025000020,2025000020,059.9393A,5,1순위,기타지역,11,-,-,-,-
2025000020,2025000020,059.9393A,5,2순위,해당지역,8,-,0,0,0
2025000020,2025000020,059.9393A,5,2순위,기타지역,6,-,-,-,-
2025000020,2025000020,074.9227A,4,1순위,해당지역,8,2.00,24,25,24.5
2025000020,2025000020,074.9227A,4,1순위,기타지역,8,-,-,-,-
2025000020,2025000020,074.9227A,4,2순위,해당지역,3,-,0,0,0
2025000020,2025000020,074.9227A,4,2순위,기타지역,6,-,-,-,-
2025000020,2025000020,074.9774B,3,1순위,해당지역,2,(△1),0,0,0
2025000020,2025000020,074.9774B,3,1순위,기타지역,2,2.00,-,-,-
2025000020,2025000020,074.9774B,3,2순위,해당지역,1,-,33,33,33
2025000020,2025000020,074.9774B,3,2순위,기타지역,1,-,-,-,-
2025000020,2025000020,084.9646,6,1순위,해당지역,7,1.17,-,-,-
2025000020,2025000020,084.9646,6,1순위,기타지역,8,-,-,-,-
2025000020,2025000020,084.9646,6,2순위,해당지역,5,-,-,-,-
2025000020,2025000020,084.9646,6,2순위,기타지역,8,-,-,-,-
2025000014,2025000014,059.9605,39,1순위,해당지역,9,(△3),0,0,0
2025000014,2025000014,059.9605,39,1순위,기타경기,21,1.91,-,-,-
2025000014,2025000014,059.9605,39,1순위,기타지역,13,1.21,32,44,41
2025000014,2025000014,059.9605,39,2순위,해당지역,3,-,-,-,-
2025000014,2025000014,059.9605,39,2순위,기타경기,11,-,28,58,42.13
2025000014,2025000014,059.9605,39,2순위,기타지역,8,-,-,-,-
2025000013,2025000013,059.0000O,17,1순위,해당지역,0,,,,
2025000013,2025000013,059.0000O,17,1순위,기타경기,0,,,,
2025000013,2025000013,059.0000O,17,1순위,기타지역,0,,,,
2025000013,2025000013,059.0000O,17,2순위,해당지역,0,,,,
2025000013,2025000013,059.0000O,17,2순위,기타경기,0,,,,
2025000013,2025000013,059.0000O,17,2순위,기타지역,0,,,,
2025000013,2025000013,074.0000O,3,1순위,해당지역,0,,,,
2025000013,2025000013,074.0000O,3,1순위,기타경기,0,,,,
2025000013,2025000013,074.0000O,3,1순위,기타지역,0,,,,
2025000013,2025000013,074.0000O,3,2순위,해당지역,0,,,,
2025000013,2025000013,074.0000O,3,2순위,기타경기,0,,,,
2025000013,2025000013,074.0000O,3,2순위,기타지역,0,,,,
2025000019,2025000019,051.0000O,12,1순위,해당지역,0,,,,
2025000019,2025000019,051.0000O,12,1순위,기타경기,0,,,,
2025000019,2025000019,051.0000O,12,1순위,기타지역,0,,,,
2025000019,2025000019,051.0000O,12,2순위,해당지역,0,,,,
2025000019,2025000019,051.0000O,12,2순위,기타경기,0,,,,
2025000019,2025000019,051.0000O,12,2순위,기타지역,0,,,,
2025000019,2025000019,059.0000O,12,1순위,해당지역,0,,,,
2025000019,2025000019,059.0000O,12,1순위,기타경기,0,,,,
2025000019,2025000019,059.0000O,12,1순위,기타지역,0,,,,
2025000019,2025000019,059.0000O,12,2순위,해당지역,0,,,,
2025000019,2025000019,059.0000O,12,2순위,기타경기,0,,,,
2025000019,2025000019,059.0000O,12,2순위,기타지역,0,,,,
2025000019,2025000019,074.0000O,3,1순위,해당지역,0,,,,
2025000019,2025000019,074.0000O,3,1순위,기타경기,0,,,,
2025000019,2025000019,074.0000O,3,1순위,기타지역,0,,,,
2025000019,2025000019,074.0000O,3,2순위,해당지역,0,,,,
2025000019,2025000019,074.0000O,3,2순위,기타경기,0,,,,
2025000019,2025000019,074.0000O,3,2순위,기타지역,0,,,,
2025000019,2025000019,084.0000O,4,1순위,해당지역,0,,,,
2025000019,2025000019,084.0000O,4,1순위,기타경기,0,,,,
2025000019,2025000019,084.0000O,4,1순위,기타지역,0,,,,
2025000019,2025000019,084.0000O,4,2순위,해당지역,0,,,,
2025000019,2025000019,084.0000O,4,2순위,기타경기,0,,,,
2025000019,2025000019,084.0000O,4,2순위,기타지역,0,,,,
2025000001,2025000001,059.9800A,35,1순위,해당지역,"10,680",305.14,69,74,70.29
2025000001,2025000001,059.9800A,35,1순위,기타지역,0,-,-,-,-
2025000001,2025000001,059.9800A,35,2순위,해당지역,0,-,0,0,0
2025000001,2025000001,059.9800A,35,2순위,기타지역,0,-,-,-,-
2025000001,2025000001,059.9500B,30,1순위,해당지역,"9,223",307.43,69,77,71.17
2025000001,2025000001,059.9500B,30,1순위,기타지역,0,-,-,-,-
2025000001,2025000001,059.9500B,30,2순위,해당지역,0,-,0,0,0
2025000001,2025000001,059.9500B,30,2순위,기타지역,0,-,-,-,-
2025000001,2025000001,059.7800C,14,1순위,해당지역,"2,410",172.14,69,69,69
2025000001,2025000001,059.7800C,14,1순위,기타지역,0,-,-,-,-
2025000001,2025000001,059.7800C,14,2순위,해당지역,0,-,0,0,0
2025000001,2025000001,059.7800C,14,2순위,기타지역,0,-,-,-,-
2025000001,2025000001,084.7300A,8,1순위,해당지역,849,106.13,69,72,69.83
2025000001,2025000001,084.7300A,8,1순위,기타지역,0,-,-,-,-
2025000001,2025000001,084.7300A,8,2순위,해당지역,0,-,0,0,0
2025000001,2025000001,084.7300A,8,2순위,기타지역,0,-,-,-,-
2025000001,2025000001,084.6800B,82,1순위,해당지역,"11,011",134.28,69,74,69.28
2025000001,2025000001,084.6800B,82,1순위,기타지역,0,-,-,-,-
2025000001,2025000001,084.6800B,82,2순위,해당지역,0,-,0,0,0
2025000001,2025000001,084.6800B,82,2순위,기타지역,0,-,-,-,-
2025000001,2025000001,084.9200C,8,1순위,해당지역,732,91.50,69,70,69.33
2025000001,2025000001,084.9200C,8,1순위,기타지역,0,-,-,-,-
2025000001,2025000001,084.9200C,8,2순위,해당지역,0,-,0,0,0
2025000001,2025000001,084.9200C,8,2순위,기타지역,0,-,-,-,-
2025000001,2025000001,084.9700D,18,1순위,해당지역,"1,385",76.94,69,79,70.23
2025000001,2025000001,084.9700D,18,1순위,기타지역,0,-,-,-,-
2025000001,2025000001,084.9700D,18,2순위,해당지역,0,-,0,0,0
2025000001,2025000001,084.9700D,18,2순위,기타지역,0,-,-,-,-
2025000001,2025000001,084.9200E,19,1순위,해당지역,"1,740",91.58,69,74,71
2025000001,2025000001,084.9200E,19,1순위,기타지역,0,-,-,-,-
2025000001,2025000001,084.9200E,19,2순위,해당지역,0,-,0,0,0
2025000001,2025000001,084.9200E,19,2순위,기타지역,0,-,-,-,-
2025000001,2025000001,106.9700A,8,1순위,해당지역,282,35.25,69,74,70.57
2025000001,2025000001,106.9700A,8,1순위,기타지역,0,-,-,-,-
2025000001,2025000001,106.9700A,8,2순위,해당지역,0,-,0,0,0
2025000001,2025000001,106.9700A,8,2순위,기타지역,0,-,-,-,-
2025000001,2025000001,106.8100B,42,1순위,해당지역,"2,093",49.83,69,72,69.26
2025000001,2025000001,106.8100B,42,1순위,기타지역,0,-,-,-,-
2025000001,2025000001,106.8100B,42,2순위,해당지역,0,-,0,0,0
2025000001,2025000001,106.8100B,42,2순위,기타지역,0,-,-,-,-
2025000001,2025000001,120.6300,4,1순위,해당지역,230,57.50,69,70,69.25
2025000001,2025000001,120.6300,4,1순위,기타지역,0,-,-,-,-
2025000001,2025000001,120.6300,4,2순위,해당지역,0,-,0,0,0
2025000001,2025000001,120.6300,4,2순위,기타지역,0,-,-,-,-
2024000396,2024000396,058.3229A,4,1순위,해당지역,8,2.00,24,51,37.5
2024000396,2024000396,058.3229A,4,1순위,기타지역,7,-,-,-,-
2024000396,2024000396,058.3229A,4,2순위,해당지역,5,-,0,0,0
2024000396,2024000396,058.3229A,4,2순위,기타지역,11,-,-,-,-
2024000396,2024000396,061.1859B,13,1순위,해당지역,4,(△9),0,0,0
2024000396,2024000396,061.1859B,13,1순위,기타지역,10,1.11,-,-,-
2024000396,2024000396,061.1859B,13,2순위,해당지역,2,-,27,59,43.75
2024000396,2024000396,061.1859B,13,2순위,기타지역,10,-,-,-,-
2024000396,2024000396,069.1920C,3,1순위,해당지역,2,(△1),0,0,0
2024000396,2024000396,069.1920C,3,1순위,기타지역,9,9.00,-,-,-
2024000396,2024000396,069.1920C,3,2순위,해당지역,2,-,53,53,53
2024000396,2024000396,069.1920C,3,2순위,기타지역,7,-,-,-,-
2024000396,2024000396,076.6642D,10,1순위,해당지역,3,(△7),0,0,0
2024000396,2024000396,076.6642D,10,1순위,기타지역,11,1.57,-,-,-
2024000396,2024000396,076.6642D,10,2순위,해당지역,4,-,39,44,41.67
2024000396,2024000396,076.6642D,10,2순위,기타지역,12,-,-,-,-
2025000004,2025000004,059.9973A,155,1순위,해당지역,1,(△154),-,-,-
2025000004,2025000004,059.9973A,155,1순위,기타지역,4,(△150),-,-,-
2025000004,2025000004,059.9973A,155,2순위,해당지역,2,(△148),-,-,-
2025000004,2025000004,059.9973A,155,2순위,기타지역,6,(△142),-,-,-
2025000004,2025000004,059.9957B,22,1순위,해당지역,0,(△22),-,-,-
2025000004,2025000004,059.9957B,22,1순위,기타지역,0,(△22),-,-,-
2025000004,2025000004,059.9957B,22,2순위,해당지역,0,(△22),-,-,-
2025000004,2025000004,059.9957B,22,2순위,기타지역,0,(△22),-,-,-
2025000004,2025000004,075.9281A,64,1순위,해당지역,0,(△64),-,-,-
2025000004,2025000004,075.9281A,64,1순위,기타지역,2,(△62),-,-,-
2025000004,2025000004,075.9281A,64,2순위,해당지역,0,(△62),-,-,-
2025000004,2025000004,075.9281A,64,2순위,기타지역,1,(△61),-,-,-
2025000004,2025000004,084.6964A,29,1순위,해당지역,0,(△29),-,-,-
2025000004,2025000004,084.6964A,29,1순위,기타지역,1,(△28),-,-,-
2025000004,2025000004,084.6964A,29,2순위,해당지역,1,(△27),-,-,-
2025000004,2025000004,084.6964A,29,2순위,기타지역,5,(△22),-,-,-
2025000004,2025000004,084.9963B,9,1순위,해당지역,0,(△9),-,-,-
2025000004,2025000004,084.9963B,9,1순위,기타지역,2,(△7),-,-,-
2025000004,2025000004,084.9963B,9,2순위,해당지역,0,(△7),-,-,-
2025000004,2025000004,084.9963B,9,2순위,기타지역,1,(△6),-,-,-
2024000661,2024000661,059.9570A,7,1순위,해당지역,1,(△6),-,-,-
2024000661,2024000661,059.9570A,7,1순위,기타지역,2,(△4),-,-,-
2024000661,2024000661,059.9570A,7,2순위,해당지역,1,(△3),-,-,-
2024000661,2024000661,059.9570A,7,2순위,기타지역,1,(△2),-,-,-
2024000661,2024000661,059.9669B,1,1순위,해당지역,0,(△1),-,-,-
2024000661,2024000661,059.9669B,1,1순위,기타지역,1,1.00,-,-,-
2024000661,2024000661,059.9669B,1,2순위,해당지역,1,-,-,-,-
2024000661,2024000661,059.9669B,1,2순위,기타지역,0,-,-,-,-
2024000661,2024000661,071.9950A,2,1순위,해당지역,0,(△2),-,-,-
2024000661,2024000661,071.9950A,2,1순위,기타지역,1,(△1),-,-,-
2024000661,2024000661,071.9950A,2,2순위,해당지역,1,1.00,-,-,-
2024000661,2024000661,071.9950A,2,2순위,기타지역,0,-,-,-,-
2024000661,2024000661,071.9635B,3,1순위,해당지역,0,(△3),-,-,-
2024000661,2024000661,071.9635B,3,1순위,기타지역,0,(△3),-,-,-
2024000661,2024000661,071.9635B,3,2순위,해당지역,0,(△3),-,-,-
2024000661,2024000661,071.9635B,3,2순위,기타지역,0,(△3),-,-,-
2024000661,2024000661,084.9495A,1,1순위,해당지역,3,3.00,59,59,59
2024000661,2024000661,084.9495A,1,1순위,기타지역,1,-,-,-,-
2024000661,2024000661,084.9495A,1,2순위,해당지역,3,-,0,0,0
2024000661,2024000661,084.9495A,1,2순위,기타지역,2,-,-,-,-
2024000729,2024000729,059.9800A,60,1순위,해당지역,"1,068",17.80,48,65,51.71
2024000729,2024000729,059.9800A,60,1순위,기타지역,267,-,-,-,-
2024000729,2024000729,059.9800A,60,2순위,해당지역,0,-,0,0,0
2024000729,2024000729,059.9800A,60,2순위,기타지역,0,-,-,-,-
2024000729,2024000729,059.9600B,39,1순위,해당지역,227,5.82,35,48,42
2024000729,2024000729,059.9600B,39,1순위,기타지역,69,-,-,-,-
2024000729,2024000729,059.9600B,39,2순위,해당지역,0,-,0,0,0
2024000729,2024000729,059.9600B,39,2순위,기타지역,0,-,-,-,-
2024000729,2024000729,071.7900A,39,1순위,해당지역,762,19.54,48,67,53
2024000729,2024000729,071.7900A,39,1순위,기타지역,137,-,-,-,-
2024000729,2024000729,071.7900A,39,2순위,해당지역,0,-,0,0,0
2024000729,2024000729,071.7900A,39,2순위,기타지역,0,-,-,-,-
2024000729,2024000729,071.6800B,11,1순위,해당지역,148,13.45,37,49,40.8
2024000729,2024000729,071.6800B,11,1순위,기타지역,36,-,-,-,-
2024000729,2024000729,071.6800B,11,2순위,해당지역,0,-,0,0,0
2024000729,2024000729,071.6800B,11,2순위,기타지역,0,-,-,-,-
2024000729,2024000729,084.9100A,99,1순위,해당지역,"1,904",19.23,52,69,56.08
2024000729,2024000729,084.9100A,99,1순위,기타지역,367,-,-,-,-
2024000729,2024000729,084.9100A,99,2순위,해당지역,0,-,0,0,0
2024000729,2024000729,084.9100A,99,2순위,기타지역,0,-,-,-,-
2024000729,2024000729,084.8200B,43,1순위,해당지역,300,6.98,37,64,43.54
2024000729,2024000729,084.8200B,43,1순위,기타지역,45,-,-,-,-
2024000729,2024000729,084.8200B,43,2순위,해당지역,0,-,0,0,0
2024000729,2024000729,084.8200B,43,2순위,기타지역,0,-,-,-,-
2024000729,2024000729,084.9700C,36,1순위,해당지역,193,5.36,37,58,42.69
2024000729,2024000729,084.9700C,36,1순위,기타지역,54,-,-,-,-
2024000729,2024000729,084.9700C,36,2순위,해당지역,0,-,0,0,0
2024000729,2024000729,084.9700C,36,2순위,기타지역,0,-,-,-,-
2024000729,2024000729,084.9600D,18,1순위,해당지역,893,49.61,60,75,66.75
2024000729,2024000729,084.9600D,18,1순위,기타지역,173,-,-,-,-
2024000729,2024000729,084.9600D,18,2순위,해당지역,0,-,0,0,0
2024000729,2024000729,084.9600D,18,2순위,기타지역,0,-,-,-,-
2024000729,2024000729,084.9800E,20,1순위,해당지역,235,11.75,44,63,54.88
2024000729,2024000729,084.9800E,20,1순위,기타지역,50,-,-,-,-
2024000729,2024000729,084.9800E,20,2순위,해당지역,0,-,0,0,0
2024000729,2024000729,084.9800E,20,2순위,기타지역,0,-,-,-,-
2024000730,2024000730,059.9200A,135,1순위,해당지역,"1,281",9.49,50,64,54.85
2024000730,2024000730,059.9200A,135,1순위,기타지역,317,-,-,-,-
2024000730,2024000730,059.9200A,135,2순위,해당지역,0,-,0,0,0
2024000730,2024000730,059.9200A,135,2순위,기타지역,0,-,-,-,-
2024000730,2024000730,059.8900B,20,1순위,해당지역,197,9.85,44,64,49.13
2024000730,2024000730,059.8900B,20,1순위,기타지역,58,-,-,-,-
2024000730,2024000730,059.8900B,20,2순위,해당지역,0,-,0,0,0
2024000730,2024000730,059.8900B,20,2순위,기타지역,0,-,-,-,-
2024000730,2024000730,068.3700A,2,1순위,해당지역,26,13.00,32,32,32
2024000730,2024000730,068.3700A,2,1순위,기타지역,11,-,-,-,-
2024000730,2024000730,068.3700A,2,2순위,해당지역,0,-,0,0,0
2024000730,2024000730,068.3700A,2,2순위,기타지역,0,-,-,-,-
2024000730,2024000730,071.8500A,94,1순위,해당지역,"1,129",12.01,50,67,56.76
2024000730,2024000730,071.8500A,94,1순위,기타지역,201,-,-,-,-
2024000730,2024000730,071.8500A,94,2순위,해당지역,0,-,0,0,0
2024000730,2024000730,071.8500A,94,2순위,기타지역,0,-,-,-,-
2024000730,2024000730,071.8100B,16,1순위,해당지역,202,12.63,50,65,55.29
2024000730,2024000730,071.8100B,16,1순위,기타지역,53,-,-,-,-
2024000730,2024000730,071.8100B,16,2순위,해당지역,0,-,0,0,0
2024000730,2024000730,071.8100B,16,2순위,기타지역,0,-,-,-,-
2024000730,2024000730,084.9100A,106,1순위,해당지역,"2,936",27.70,60,74,63.6
2024000730,2024000730,084.9100A,106,1순위,기타지역,557,-,-,-,-
2024000730,2024000730,084.9100A,106,2순위,해당지역,0,-,0,0,0
2024000730,2024000730,084.9100A,106,2순위,기타지역,0,-,-,-,-
2024000730,2024000730,084.8400B,38,1순위,해당지역,478,12.58,51,60,54.56
2024000730,2024000730,084.8400B,38,1순위,기타지역,93,-,-,-,-
2024000730,2024000730,084.8400B,38,2순위,해당지역,0,-,0,0,0
2024000730,2024000730,084.8400B,38,2순위,기타지역,0,-,-,-,-
2024000730,2024000730,095.3400A,1,1순위,해당지역,131,131.00,-,-,-
2024000730,2024000730,095.3400A,1,1순위,기타지역,34,-,-,-,-
2024000730,2024000730,095.3400A,1,2순위,해당지역,0,-,-,-,-
2024000730,2024000730,095.3400A,1,2순위,기타지역,0,-,-,-,-
2024000706,2024000706,075.9493A,24,1순위,해당지역,13,(△11),0,0,0
2024000706,2024000706,075.9493A,24,1순위,기타지역,147,13.36,-,-,-
2024000706,2024000706,075.9493A,24,2순위,해당지역,0,-,52,67,56.3
2024000706,2024000706,075.9493A,24,2순위,기타지역,0,-,-,-,-
2024000706,2024000706,075.9347B,13,1순위,해당지역,27,2.08,-,-,-
2024000706,2024000706,075.9347B,13,1순위,기타지역,113,-,-,-,-
2024000706,2024000706,075.9347B,13,2순위,해당지역,0,-,-,-,-
2024000706,2024000706,075.9347B,13,2순위,기타지역,0,-,-,-,-
2024000706,2024000706,075.9347C,13,1순위,해당지역,21,1.62,27,58,39
2024000706,2024000706,075.9347C,13,1순위,기타지역,113,-,-,-,-
2024000706,2024000706,075.9347C,13,2순위,해당지역,0,-,0,0,0
2024000706,2024000706,075.9347C,13,2순위,기타지역,0,-,-,-,-
2024000706,2024000706,084.9715A,55,1순위,해당지역,40,(△15),0,0,0
2024000706,2024000706,084.9715A,55,1순위,기타지역,265,17.67,-,-,-
2024000706,2024000706,084.9715A,55,2순위,해당지역,15,-,47,84,56.07
2024000706,2024000706,084.9715A,55,2순위,기타지역,103,-,-,-,-
2024000706,2024000706,084.9413B,54,1순위,해당지역,46,(△8),0,0,0
2024000706,2024000706,084.9413B,54,1순위,기타지역,270,33.75,-,-,-
2024000706,2024000706,084.9413B,54,2순위,해당지역,5,-,44,69,50.42
2024000706,2024000706,084.9413B,54,2순위,기타지역,52,-,-,-,-
2024000706,2024000706,084.9684C,105,1순위,해당지역,34,(△71),0,0,0
2024000706,2024000706,084.9684C,105,1순위,기타지역,151,2.13,-,-,-
2024000706,2024000706,084.9684C,105,2순위,해당지역,9,-,19,69,33.56
2024000706,2024000706,084.9684C,105,2순위,기타지역,49,-,-,-,-
2024000706,2024000706,084.9684D,122,1순위,해당지역,13,(△109),-,-,-
2024000706,2024000706,084.9684D,122,1순위,기타지역,73,(△36),-,-,-
2024000706,2024000706,084.9684D,122,2순위,해당지역,11,(△25),-,-,-
2024000706,2024000706,084.9684D,122,2순위,기타지역,55,2.20,-,-,-
2024000718,2024000718,039.9450A,10,1순위,해당지역,132,13.20,55,81,64.5
2024000718,2024000718,039.9450A,10,1순위,기타지역,28,-,-,-,-
2024000718,2024000718,039.9450A,10,2순위,해당지역,0,-,0,0,0
2024000718,2024000718,039.9450A,10,2순위,기타지역,0,-,-,-,-
2024000718,2024000718,039.9328B,15,1순위,해당지역,217,14.47,51,64,56
2024000718,2024000718,039.9328B,15,1순위,기타지역,52,-,-,-,-
2024000718,2024000718,039.9328B,15,2순위,해당지역,0,-,0,0,0
2024000718,2024000718,039.9328B,15,2순위,기타지역,0,-,-,-,-
2024000718,2024000718,044.9648A,11,1순위,해당지역,362,32.91,59,69,64
2024000718,2024000718,044.9648A,11,1순위,기타지역,81,-,-,-,-
2024000718,2024000718,044.9648A,11,2순위,해당지역,0,-,0,0,0
2024000718,2024000718,044.9648A,11,2순위,기타지역,0,-,-,-,-
2024000718,2024000718,044.9002B,7,1순위,해당지역,206,29.43,64,69,65.67
2024000718,2024000718,044.9002B,7,1순위,기타지역,50,-,-,-,-
2024000718,2024000718,044.9002B,7,2순위,해당지역,0,-,0,0,0
2024000718,2024000718,044.9002B,7,2순위,기타지역,0,-,-,-,-
2024000718,2024000718,059.9636,21,1순위,해당지역,"1,841",87.67,64,71,66.67
2024000718,2024000718,059.9636,21,1순위,기타지역,373,-,-,-,-
2024000718,2024000718,059.9636,21,2순위,해당지역,0,-,0,0,0
2024000718,2024000718,059.9636,21,2순위,기타지역,0,-,-,-,-
2024000718,2024000718,084.9464A,17,1순위,해당지역,294,17.29,60,74,64.43
2024000718,2024000718,084.9464A,17,1순위,기타지역,89,-,-,-,-
2024000718,2024000718,084.9464A,17,2순위,해당지역,0,-,0,0,0
2024000718,2024000718,084.9464A,17,2순위,기타지역,0,-,-,-,-
2024000718,2024000718,084.9005B,36,1순위,해당지역,262,7.28,50,67,55.4
2024000718,2024000718,084.9005B,36,1순위,기타지역,81,-,-,-,-
2024000718,2024000718,084.9005B,36,2순위,해당지역,0,-,0,0,0
2024000718,2024000718,084.9005B,36,2순위,기타지역,0,-,-,-,-
2024000718,2024000718,084.9214C,38,1순위,해당지역,370,9.74,54,64,58
2024000718,2024000718,084.9214C,38,1순위,기타지역,73,-,-,-,-
2024000718,2024000718,084.9214C,38,2순위,해당지역,0,-,0,0,0
2024000718,2024000718,084.9214C,38,2순위,기타지역,0,-,-,-,-
2024000718,2024000718,084.9723D,16,1순위,해당지역,125,7.81,46,57,50.14
2024000718,2024000718,084.9723D,16,1순위,기타지역,32,-,-,-,-
2024000718,2024000718,084.9723D,16,2순위,해당지역,0,-,0,0,0
2024000718,2024000718,084.9723D,16,2순위,기타지역,0,-,-,-,-
2024000718,2024000718,084.9898E,16,1순위,해당지역,164,10.25,57,64,60.43
2024000718,2024000718,084.9898E,16,1순위,기타지역,52,-,-,-,-
2024000718,2024000718,084.9898E,16,2순위,해당지역,0,-,0,0,0
2024000718,2024000718,084.9898E,16,2순위,기타지역,0,-,-,-,-
2024000718,2024000718,098.9477A,83,1순위,해당지역,61,(△22),-,-,-
2024000718,2024000718,098.9477A,83,1순위,기타지역,33,1.50,-,-,-
2024000718,2024000718,098.9477A,83,2순위,해당지역,110,-,-,-,-
2024000718,2024000718,098.9477A,83,2순위,기타지역,52,-,-,-,-
2024000718,2024000718,098.9772B,119,1순위,해당지역,251,2.11,-,-,-
2024000718,2024000718,098.9772B,119,1순위,기타지역,111,-,-,-,-
2024000718,2024000718,098.9772B,119,2순위,해당지역,92,-,-,-,-
2024000718,2024000718,098.9772B,119,2순위,기타지역,52,-,-,-,-
2024000718,2024000718,098.9105C,84,1순위,해당지역,77,(△7),-,-,-
2024000718,2024000718,098.9105C,84,1순위,기타지역,42,6.00,-,-,-
2024000718,2024000718,098.9105C,84,2순위,해당지역,41,-,-,-,-
2024000718,2024000718,098.9105C,84,2순위,기타지역,26,-,-,-,-
2024000718,2024000718,098.9375D,41,1순위,해당지역,26,(△15),-,-,-
2024000718,2024000718,098.9375D,41,1순위,기타지역,18,1.20,-,-,-
2024000718,2024000718,098.9375D,41,2순위,해당지역,21,-,-,-,-
2024000718,2024000718,098.9375D,41,2순위,기타지역,11,-,-,-,-
2024000718,2024000718,118.9048,82,1순위,해당지역,42,(△40),-,-,-
2024000718,2024000718,118.9048,82,1순위,기타지역,25,(△15),-,-,-
